name,category,rating,address,subtypes,type
Kawasan Ekowisata Gunung Api Purba Nglanggeran,attractions,4.6,"Jl. Ngoro Ngoro Ombo, Nglanggeran Wetan, Nglanggeran, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862","Tourist attraction, Ecological park",wisata
Gunung Gambar,attractions,4.5,"5MHC+GJ8, Wonosari, Kampung, Kec. Ngawen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55853",Tourist attraction,wisata
Bukit Paralayang Watugupit,attractions,4.7,"X8FW+9HH, Jl.Watugupi Jl. Paralayang, Area Hutan, Giricahyo, Kec. Purwosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55872",Tourist attraction,wisata
Merapi Volcano Museum,museums,4.4,"9CMC+7RJ, Jl. Banteng No.22, Banteng, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582","Tourist attraction, Museum",wisata
Lava Merapi and Alien Stone,attractions,4.6,"9FX4+346, Jambu, Kepuharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",Tourist attraction,wisata
PO. Gunung Harta,biro wisata,4.4,"Jl. Ringroad Timur No.9, Pelem Mulong, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198","Tour agency, Bus ticket agency",wisata
Taman Nasional Gunung Merapi,kantor pemerintah,4.5,"Jl. Kaliurang KM 22,6, Hargobinangun, Pakem, Area Hutan, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",Government office,wisata
Gunung Sempu Cemetery,attractions,4.5,"Sembungan, Bangunjiwo, Kasihan, Bantul Regency, Special Region of Yogyakarta 55184","Cemetery, Tourist attraction",wisata
"Wisma Gunung Merah, YOGYAKARTA",asosiasi/organisasi,4.7,"Kricak, Tegalrejo, Yogyakarta City, Special Region of Yogyakarta 55242",Association / Organization,wisata
RTHP Gunung Ketur,taman,4.4,"692H+8CC, Gg. Kates, Gunungketur, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",Garden,wisata
Puncak Merapi,attractions,4.6,"FC5W+G9G, Hutan, Wonodoyo, Kec. Cepogo, Kabupaten Boyolali, Jawa Tengah 57362","Tourist attraction, Nature preserve, Scenic spot",wisata
Peziarahan Gereja Katolik Gunung Sempu,tempat ziarah,4.8,"588M+C28, Kembaran, Tamantirto, Kasihan, Bantul Regency, Special Region of Yogyakarta 55184",Shrine,wisata
Panggung Krapyak,attractions,4.6,"Krapyak Kulon, panggung, krpayak, Bantul Regency, Special Region of Yogyakarta 55188","Tourist attraction, Historical landmark",wisata
Toko Gunung Mas,toko jam,4.5,"Jl. Jend. Ahmad Yani No.37, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Watch store,wisata
Bukit Lintang Sewu,pusat rekreasi,4.5,"Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783","Recreation center, Campground, Nasi restaurant, RV park, Shooting event area, Wi-Fi spot",wisata
Eiger Store Cokroaminoto,toko olahraga luar ruangan,4.6,"Jl. HOS Cokroaminoto No.33B, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",Outdoor sports store,wisata
Gunung Harta Jogja,agen tiket bus,3.7,"Jl. Imogiri Tim. Terminal, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",Bus ticket agency,wisata
Gua Langse,attractions,4.5,"X85X+VF6, Girijati, Area Hutan, Giricahyo, Kec. Purwosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55872","Scenic spot, Tourist attraction",wisata
Goa Selarong,attractions,4.4,"48Q7+6W9, Waktu Gedug, Guwosari, Pajangan, Bantul Regency, Special Region of Yogyakarta 55751","Nature preserve, Park, Tourist attraction",wisata
Gua Jepang,attractions,4.4,"X8XH+7V8, Purwosari Dringo, Ngerco, Girijati, Pundong, Bantul Regency, Special Region of Yogyakarta 55872","Historical landmark, Tourist attraction",wisata
Candi Sentono,attractions,4.2,"5FPC+RJ6, Blambangan, Karangan, Jogotirto, Berbah, Sleman Regency, Special Region of Yogyakarta 55573",Tourist attraction,wisata
Seluman Cave Site,attractions,4.4,"Jl. Wonocatur No.26 27, Karang Bendo, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",Tourist attraction,wisata
Gua Cerme,attractions,4.5,"Jl. Goa Cerme, Srunggo 1, Selopamioro, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782",Tourist attraction,wisata
TWM ( Tebing Watu Mabur ),attractions,4.4,"Mangunan, RT.28, Lemahbang, Dlingo, Lembah Bang, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata
Goa Maria Ratu Perdamaian Sendang Jatiningsih,attractions,4.9,"Jl. Jatiningsih, Jitar Kulon, Sumberarum, Kec. Moyudan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55563","Shrine, Place of worship, Religious destination, Tourist attraction",wisata
Goa Tanding,attractions,4.6,"Gelaran 2, Seropan, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891",Tourist attraction,wisata
Goa Rancang Kencono,attractions,4.3,"Mungguran II, Bleberan, Playen, Gunungkidul Regency, Special Region of Yogyakarta 55861",Tourist attraction,wisata
Pindul Cave,attractions,4.5,"Jalan Goa Pindul Gelaran 2, RT.3/RW.16, Seropan, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813",Tourist attraction,wisata
ꦒꦺꦴꦮꦒꦗꦃꦊꦩꦃꦧꦁ Goa Gajah Lemahbang,attractions,4.2,"3C4R+54P, jln.goa gajah-Twm, Lembah Bang, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Park,wisata
Gua Permoni,attractions,4.2,"49CW+4JC, Blawong I, Trimulyo, Kec. Jetis, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55781",Tourist attraction,wisata
Bumi Perkemahan Goa Payaman,attractions,4.2,"5774+MPW, Argorejo, Sedayu, Sumberan, Argodadi, Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55752",Tourist attraction,wisata
Goa Kebon,attractions,4.3,"457P+5M7, Dukuh VII, Krembangan, Kec. Panjatan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55655",Tourist attraction,wisata
Wisata Goa Pindul,attractions,4.8,"RT.01/RW.17Gunungbang, Seropan, Bejiharjo, Karangmojo, Gunungkidul Regency, Special Region of Yogyakarta 55891",Tourist attraction,wisata
Goa Sunan Mas,attractions,4.5,"284G+VH3, Surocolo Seloharjo Pundong, Ngerco, Seloharjo, Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55771",Tourist attraction,wisata
Goa Kiskendo,attractions,4.4,"743J+4HP, Jl. Raya Kaligesing, Sokomoyo, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",Tourist attraction,wisata
Gua Cokro,museums,4.8,"Unnamed Road No.55892, Wirik, Umbulrejo, Ponjong, Gunungkidul Regency, Special Region of Yogyakarta 55892","Museum, Tourist attraction",wisata
Goa Sriti,attractions,4.3,"Dukuh, Purwoharjo, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673",Tourist attraction,wisata
Kedunggupit Adventure,attractions,4.5,"bulu, RT.02/RW.14, Bulu, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891","Tourist attraction, Raft trip outfitter, Tour agency, Tourist information center, Travel agency",wisata
Goa Pindul Cave Tubing,attractions,4.7,"Jalan, Ngawis - Munggur, Ngawis II, Ngawis, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891",Tourist attraction,wisata
Kampung Wisata Tahunan,attractions,5.0,"Jl. Soga, Tahunan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167",Tourist attraction,wisata
Kampung Wisata Rejowinangun,attractions,4.5,"Jalan Nyi Adisari, Gg. Dahlia I pilahan KG I No.722, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",Tourist attraction,wisata
Kampung Wisata Prenggan Kotagede,attractions,4.9,"Jl. Tegal Gendu No.20, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",Tourist attraction,wisata
Gerabah Kasongan Tourist Village Yogyakarta,attractions,4.6,"Jl. Kasongan No.3, Kajen, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Tourist attraction,wisata
Kampung Wisata Dewa Bronto,attractions,5.0,"Jl. Sisingamangaraja No.49, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Tourist attraction, Municipal Department of Tourism",wisata
Tanjung Tourism Village,attractions,4.4,"79WH+4XM, Desa Tanjung, Ponason, Donoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Tourist attraction,wisata
Kampung Wisata Basen,attractions,4.4,"Jl. Kemasan No.53, Purbayan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55173",Tourist attraction,wisata
Desa Wisata Fauna Ketingan,attractions,4.7,"784H+QMG, Jl. Ngrajek-Ketingan, Ketingan, Tirtoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55287",Tourist attraction,wisata
Desa Wisata Pentingsari,attractions,4.6,"Pentingsari, Umbulharjo, Cangkringan, Sleman Regency, Special Region of Yogyakarta 55583",Tourist attraction,wisata
Kampung Wisata Cokrodiningratan,attractions,5.0,"Jl. DR. Sardjito No.15 B, RW.001, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Park,wisata
Kampung Wisata Sekar Niti,attractions,4.5,"Jl. Prapanca No.18, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",Tourist attraction,wisata
Desa Wisata Kelor,attractions,4.5,"Kelor, Bangun Kerto, Turi, Sleman Regency, Special Region of Yogyakarta 55551",Tourist attraction,wisata
Sekretariat Desa Wisata Suryatman Danurejan Yogyakarta,attractions,5.0,"6939+HFW, Jl. Jomblangan, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Tourist attraction,wisata
Kampung Wisata Dipowinatan,attractions,5.0,"Jl. Dipowinatan MG 1 No.257, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55152",Tourist attraction,wisata
Desa Wisata Pulesari,attractions,4.5,"99FC+JMW, Jl. Pulesari, Pulesari, Wono Kerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551",Tourist attraction,wisata
Kampung Wisata Prenggan ꦏꦩ꧀ꦥꦸꦁꦮꦶꦱꦠꦥꦿꦼꦁꦒꦤ꧀,attractions,5.0,"59GX+VXX, Jl. Nyi Pembayun, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",Tourist attraction,wisata
RENCANA WISATA DESA BANGUNTAPAN,attractions,,"5CG4+V27, Plumbon, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55198",Tourist attraction,wisata
Kampung Wisata Surokarsan Sura Amerta,attractions,4.6,"Jl. Surokarsan Gg. MG II No.383, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Tourist attraction,wisata
Desa Wisata Gerabah Kasongan Bantul,attractions,3.7,"Jl. Kasongan No.RT 03, Jetis, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Tourist attraction,wisata
Kembang Arum Tourism Village,attractions,4.5,"Kembangarum 13, Donokerto, Turi, Wetan Kali, Donokerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551",Tourist attraction,wisata
Kampung Wisata Kauman,museums,4.8,"59W6+MWM, Gg. KH. Zamhari, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",History museum,wisata
Desa Wisata Bobung,attractions,4.3,"4GPX+52X, Bobung, Putat, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Tourist attraction,wisata
Desa Wisata Pendidikan dan Ketahanan Pangan Dukuh,attractions,4.4,"8926+7P5, Jl. Pelda Sugiono, RT.03/RW.21, Niron, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55512",Tourist attraction,wisata
Kampung Flory Jogja,attractions,4.2,"Jl. Jugang, RT.05/RW.11, Plaosan, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511","Tourist attraction, Indonesian restaurant, Outdoor activity organiser, Plant nursery",wisata
Desa Wisata Kebonagung Imogiri,attractions,4.6,"Talaban, Kebon Agung, Imogiri, Bantul Regency, Special Region of Yogyakarta 55782",Tourist attraction,wisata
Kampung Wisata Code Jetisharjo,taman,4.9,"Jl. Jetisharjo, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Garden,wisata
Desa Wisata Nglinggo,attractions,4.4,"Nglinggo Barat, Pagerharjo, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673","Tourist attraction, Park",wisata
Kampung Wisata Purbayan,travel agency,4.9,"Jln Canteng No.29, RT.37/RW.09, Purbayan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55173",Travel agency,wisata
Desa Wisata Sendari,attractions,4.3,"787G+26C, Jl. Sendari, Sendon, Tirtoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55287",Tourist attraction,wisata
Desa Wisata Rumah Domes,attractions,4.1,"Sengir RT.06/RW.25, Sengir, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Tourist attraction,wisata
DESA WISATA NGLANGGERAN,attractions,4.9,"5G4Q+W48, Jl. Ngoro Ngoro Ombo, Tawang, Ngoro-oro, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Tourist attraction,wisata
KAMPUNG WISATA SIDOMULYO BENER,attractions,5.0,"Jl. Sidomulyo, Bener, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55243",Tourist attraction,wisata
Desa Wisata Tepus,attractions,4.6,"VJPP+39, Pudak, Tepus, Kec. Tepus, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55881",Tourist attraction,wisata
Desa Wisata Dewi Sinta,attractions,5.0,"5C4R+5J9, Jl. Sitimulyo, Karang Gayam, Sitimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",Tourist attraction,wisata
Desawisata Kadisobo II,attractions,4.4,"89G6+22G, Jln Turi-Sleman/Jln Salak Km 4,5 Trimulyo Sleman Yogyakarta, Sleman, RT.01/RW.tw03, Kadisobo II, Trimulyo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55513",Tourist attraction,wisata
Desa Wisata Kampung Santan,attractions,4.7,"4842+VX9, Kalak Ijo, Guwosari, Pajangan, Bantul Regency, Special Region of Yogyakarta 55751",Tourist attraction,wisata
Tourism Village Trumpon,attractions,4.0,"Trumpon, Blumbang, Merdikorejo, Kec. Tempel, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55552",Tourist attraction,wisata
Desa Wisata Tegal Arum,attractions,5.0,"Kronggahan II, RT10, RW10, Kranggahan I, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291","Tourist attraction, Garden",wisata
Sekretariat Desa Wisata Krebet Pajangan,kantor pemda,4.7,"48Q2+J5P, Desa Wisata Krebet No.RT. 04, Krebet, Sendangsari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",Local government office,wisata
Wisata Kampung Nglarang Sidoarum,attractions,4.4,"Cokrobedog, Jl. Merpati VI, RT.002/RW.010, Cokro Gedok, Sidoarum, Kec. Godean, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55265",Tourist attraction,wisata
Village Tourism New Nglepen,attractions,4.0,"5GP3+F9F, Sengir, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Tourist attraction,wisata
Desa Wisata Kalakijo,attractions,4.5,"4842+XR3, Jl. Pajangan Desa Kalakijo RT02, Kalak Ijo, Guwosari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751","Tourist attraction, Diner",wisata
Wanadesa - Telagadesa Potorono,attractions,4.5,"Salakan, Potorono, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55196","National reserve, Tourist attraction",wisata
Desa Wisata Brayut,attractions,4.5,"Brayut, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55512","Tour operator, Tourist attraction",wisata
Tembi Desa Budaya ꦠꦼꦩ꧀ꦧꦶꦢꦼꦱꦧꦸꦢꦪ,museums,4.5,"Jl. Parangtritis Jl. Tembi No.8, Tembi, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55185","Museum, Tourist attraction",wisata
Desa Wisata Jamur (ꦣꦺꦱꦮꦶꦱꦠꦗꦩꦸꦂ),attractions,4.3,"Dusun Jamur Padukuhan Kalurahan, Tobayan, Sendangrejo, Kapanewon Minggir, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55562",Tourist attraction,wisata
Telaga Desa Baturetno,attractions,4.3,"Jl. Wiyoro Baru Jl. Wiyoro Kidul, Wiyoro, Baturetno, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55197",Tourist attraction,wisata
Legend Coffee,cafes,4.4,"Jl. Abu Bakar Ali No.24-26, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224","Cafe, Restaurant",kuliner
Blanco Coffee And Books,coffee shops,4.6,"Jl. Kranggan No.30, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Coffee shop,kuliner
Jeeva Yogyakarta,coffee shops,4.5,"Jl. Suhartono No.2, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Coffee shop,kuliner
Silol Kopi & Eatery,cafes,4.4,"Jl. Suroto, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224","Cafe, Coffee shop, Espresso bar, Restaurant",kuliner
Lunaria Coffee Yogyakarta,coffee shops,4.6,"Jl. Gedongkiwo No.29, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",Coffee shop,kuliner
Arka Coffee and Space,coffee shops,4.8,"Jl. Taman Sari No.1/310, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Coffee shop,kuliner
TETRA Coffee & Eatery - Yogyakarta // Terra Coffee,coffee shops,4.6,"Jl. Sagan I No.5, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Coffee shop,kuliner
Tanamera Coffee Yogyakarta,cafes,4.6,"Jl. Jend. Sudirman No.3, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Cafe,kuliner
LOKO CAFE MALIOBORO,cafes,4.5,"Komp. Ps. Kembang, Jl. Ps. Kembang, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Cafe, Coffee shop",kuliner
Roaster And Bear Restaurant,restaurants,4.7,"Jl. P. Mangkubumi No.52, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233","Cafe, Asian restaurant, Western restaurant, Diner, Restaurant",kuliner
Space Coffee Roastery,tempat penyangraian kopi,4.7,"Gg. Loncang Jl. Magelang - Yogyakarta No.88, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","Cafe, Coffee roastery, Coffee shop, Coffee store, Coffee wholesaler, Hotel supply store",kuliner
Kalluna Cafe & Restaurant,restaurants,4.7,"Jl. Sajiono No.13, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224","Cafe, Asian restaurant, Restaurant",kuliner
TUGU LOR,coffee shops,4.5,"Jl. A.M. Sangaji No.72, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Coffee shop,kuliner
Resto dan Cafe Jogja Isvara Kitchen & Coffee,restaurants,4.5,"Jl. Sultan Agung No.60, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244","Cafe, Restaurant, Children's cafe, Diner, Espresso bar, Family restaurant, Function room facility, Lunch restaurant",kuliner
Sapulu Coffee,cafes,4.6,"Jl. Panembahan Mangkurat No.10, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Cafe,kuliner
Noren Coffee & Roastery,coffee shops,4.9,"Jl. Sosrokusuman No.178-109, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Coffee shop,kuliner
Eighteen Coffee Jogja,coffee shops,4.8,"Jl. Prof. DR. Ki Amri Yahya No.1, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",Coffee shop,kuliner
Taru Martani Coffee & Resto 1918,coffee shops,4.6,"Jl. Kompol Bambang Suprapto No.2A, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225","Coffee shop, Cigar shop",kuliner
Kaktus Coffee Place,coffee shops,4.7,"Jl. Gondang Raya No.4-5, RT.08/RW.63, Kentungan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",Coffee shop,kuliner
Khwa Coffee Yogyakarta,coffee shops,4.9,"Jl. Sagan Utara No.12, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223","Coffee shop, Cafe, Diner, Espresso bar",kuliner
Water Castle Cafe,cafes,4.7,"Jl. Polowijan, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133","Cafe, Restaurant",kuliner
Harsa Jogja Coffee//Burger//Society,cafes,4.9,"Jl. Kemetiran No.16, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Cafe,kuliner
B COFFEE YOGYA,coffee shops,4.8,"Jl. Jogokaryan No.61-63, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Coffee shop,kuliner
fuze.klub - Flagship,cafes,5.0,"Jl. Karangkajen Timuran No.696, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Cafe, Coffee shop",kuliner
Secret Garden Coffee and Chocolate,restaurants,4.4,"59X3+RHV, Jl. Prof. DR. Ki Amri Yahya No.2, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253","Indonesian restaurant, Coffee shop, Restaurant, Salad shop",kuliner
ARAH Coffee Pandawa,coffee shops,4.6,"Kaliurang St No.27, Karang Wuni, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55284",Coffee shop,kuliner
Epic Coffee & Epilog Furniture,cafes,4.5,"Jl. Palagan Tentara Pelajar No.29, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Cafe, Coffee shop, Furniture accessories",kuliner
Wijen coffee,cafes,4.9,"Jl. Gedongan Baru No.11, Plumbon, Banguntapan, Kec. Banguntapan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55198",Cafe,kuliner
Ever Coffee Yogyakarta,coffee shops,4.6,"Jl. Rogoyudan 1 No.1, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Coffee shop,kuliner
PLAI CAFE Jogja,coffee shops,4.8,"Jl. Raya Tajem No.KM.3, Kenayan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",Coffee shop,kuliner
Hagia Coffee Yogyakarta,coffee shops,4.5,"Jl. Pringgokusuman No.10, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Coffee shop,kuliner
Metropole Coffee,coffee shops,4.5,"Jl. Nitikan Baru No.18, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Coffee shop,kuliner
Filosofi Kopi Jogja,coffee shops,4.5,"Jl. Pandhawa No.001/17, Tegal Rejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Coffee shop, Coffee store",kuliner
Black Forest Cafe,vegan restaurant,4.7,"59J9+772, Jl. Parangtritis No.83, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Vegan restaurant, Coffee shop, Health food restaurant",kuliner
Lestari Corner Coffee,coffee shops,4.6,"Jl. Nangka IV, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Coffee shop,kuliner
Ada Coffee,cafes,4.5,"Jl. Cokrodipuran No.20, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Cafe,kuliner
Fill In Blue,coffee shops,4.8,"Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",Coffee shop,kuliner
CUPP it Coffee & Bread,coffee shops,4.8,"Jl. Bhayangkara No.18, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261","Coffee shop, Bakery",kuliner
Coklat Cafe,cafes,4.5,"Jl. Cik Di Tiro No.19, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Cafe,kuliner
Ruang JAKA Coffee & Free Wifi,coffee shops,4.8,"Jl. Polowijan No.17B, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133","Coffee shop, Coworking space, Espresso bar, Restaurant",kuliner
Le Travail Coffee,cafes,4.5,"Jl. Laksda Adisucipto No.19, Demangan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55221",Cafe,kuliner
Kenal Coffee Yogyakarta,cafes,4.7,"Jl. Mangkuyudan No.19, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Cafe, Coffee shop",kuliner
Piyama Cafe Yogyakarta,cafes,4.7,"Jl. Pangeran Diponegoro No.87, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",Cafe,kuliner
Kebon Ndalem Coffee & Eatery,restaurants,4.4,"Jl. Pangeran Diponegoro No.2, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Restaurant,kuliner
